Gene,Program_Dataset
CDKN1C,13_Braga_2019_health
POU2F2,13_Braga_2019_health
MTMR11,13_Braga_2019_health
IFITM1,13_Braga_2019_health
CD163L1,13_Braga_2019_health
LILRB2,13_Braga_2019_health
LILRA5,13_Braga_2019_health
FFAR2,13_Braga_2019_health
CX3CR1,13_Braga_2019_health
MTSS1,13_Braga_2019_health
ABI3,13_Braga_2019_health
NAAA,13_Braga_2019_health
CD79B,13_Braga_2019_health
SLC2A6,13_Braga_2019_health
PTGIR,13_Braga_2019_health
RHOC,13_Braga_2019_health
PIK3IP1,13_Braga_2019_health
ADGRE2,13_Braga_2019_health
NFKBIZ,13_Braga_2019_health
RGL1,13_Braga_2019_health
CD300A,13_Braga_2019_health
GIMAP4,13_Braga_2019_health
CDC42EP2,13_Braga_2019_health
CEACAM4,13_Braga_2019_health
ZNF703,13_Braga_2019_health
GPR35,13_Braga_2019_health
FAM110A,13_Braga_2019_health
SYTL1,13_Braga_2019_health
BCO2,13_Braga_2019_health
AOAH,13_Braga_2019_health
APOL3,13_Braga_2019_health
TNFRSF11A,13_Braga_2019_health
ITGA4,13_Braga_2019_health
PLXNC1,13_Braga_2019_health
GIMAP1,13_Braga_2019_health
OLFM1,13_Braga_2019_health
C19orf38,13_Braga_2019_health
HIST1H2BN,13_Braga_2019_health
MPEG1,13_Braga_2019_health
ARAP2,13_Braga_2019_health
CHST15,13_Braga_2019_health
TMEM154,13_Braga_2019_health
INSR,13_Braga_2019_health
YPEL2,13_Braga_2019_health
ECE1,13_Braga_2019_health
KIAA1524,13_Braga_2019_health
HRH2,13_Braga_2019_health
HIC1,13_Braga_2019_health
NEURL1,13_Braga_2019_health
CASP5,13_Braga_2019_health
LILRB1,13_Braga_2019_health
GUCY1A3,13_Braga_2019_health
HSPA2,13_Braga_2019_health
LTB4R,13_Braga_2019_health
SLC9A9,13_Braga_2019_health
CDH23,13_Braga_2019_health
PTP4A3,13_Braga_2019_health
JAK3,13_Braga_2019_health
C11orf21,13_Braga_2019_health
MMP25,13_Braga_2019_health
CALHM2,13_Braga_2019_health
NRROS,13_Braga_2019_health
SLC16A7,13_Braga_2019_health
SCLT1,13_Braga_2019_health
TNFRSF8,13_Braga_2019_health
LRRC25,13_Braga_2019_health
RAMP3,13_Braga_2019_health
FERMT2,13_Braga_2019_health
RASL11A,13_Braga_2019_health
PTGDS,14_Braga_2019_health
JCHAIN,14_Braga_2019_health
RBP1,14_Braga_2019_health
DERL3,14_Braga_2019_health
CLIC3,14_Braga_2019_health
FAM213A,14_Braga_2019_health
SLC38A1,14_Braga_2019_health
HILPDA,14_Braga_2019_health
BTG2,14_Braga_2019_health
TCF4,14_Braga_2019_health
IRF8,14_Braga_2019_health
LDLR,14_Braga_2019_health
LINC00996,14_Braga_2019_health
BCL11B,14_Braga_2019_health
EDNRB,14_Braga_2019_health
AEBP1,14_Braga_2019_health
SLC41A2,14_Braga_2019_health
CBFA2T3,14_Braga_2019_health
APP,14_Braga_2019_health
AHI1,14_Braga_2019_health
MTRNR2L8,14_Braga_2019_health
NOTCH4,14_Braga_2019_health
CCDC50,14_Braga_2019_health
CTTNBP2,14_Braga_2019_health
SEPT6,14_Braga_2019_health
PHYH,14_Braga_2019_health
N4BP2,14_Braga_2019_health
MAP4K1,14_Braga_2019_health
SIDT1,14_Braga_2019_health
KIFC3,14_Braga_2019_health
LPIN1,14_Braga_2019_health
ST6GALNAC4,14_Braga_2019_health
PEA15,14_Braga_2019_health
NOP16,14_Braga_2019_health
RBBP6,14_Braga_2019_health
CCDC186,14_Braga_2019_health
SNRNP25,14_Braga_2019_health
SKA2,14_Braga_2019_health
PIGT,14_Braga_2019_health
ITGB1BP1,14_Braga_2019_health
PNRC1,14_Braga_2019_health
MGST2,14_Braga_2019_health
CSF2RB,14_Braga_2019_health
FABP4,15_Braga_2019_health
RBP4,15_Braga_2019_health
NMB,15_Braga_2019_health
CES1,15_Braga_2019_health
AKR1C3,15_Braga_2019_health
NUPR1,15_Braga_2019_health
DNASE2B,15_Braga_2019_health
SERPING1,15_Braga_2019_health
TGM2,15_Braga_2019_health
PCOLCE2,15_Braga_2019_health
GPD1,15_Braga_2019_health
ACOT7,15_Braga_2019_health
ALDH1A2,15_Braga_2019_health
MME,15_Braga_2019_health
DNAJC5B,15_Braga_2019_health
VGLL3,15_Braga_2019_health
PPIC,15_Braga_2019_health
C8B,15_Braga_2019_health
ITIH5,15_Braga_2019_health
CPE,15_Braga_2019_health
RMDN3,15_Braga_2019_health
OTOA,15_Braga_2019_health
MDK,15_Braga_2019_health
PHLDA3,15_Braga_2019_health
FAM134B,15_Braga_2019_health
ALAS1,15_Braga_2019_health
MLPH,15_Braga_2019_health
TNNT1,15_Braga_2019_health
BHLHE41,15_Braga_2019_health
TEX14,15_Braga_2019_health
KLHDC8B,15_Braga_2019_health
JAKMIP2,15_Braga_2019_health
IL17RB,15_Braga_2019_health
PLA2G16,15_Braga_2019_health
SEPT4,15_Braga_2019_health
ABCG2,15_Braga_2019_health
ACO1,15_Braga_2019_health
FFAR4,15_Braga_2019_health
ABHD5,15_Braga_2019_health
LIMA1,15_Braga_2019_health
SUCNR1,15_Braga_2019_health
L1TD1,15_Braga_2019_health
AMIGO2,15_Braga_2019_health
TRHDE,15_Braga_2019_health
ALPK3,15_Braga_2019_health
ANGPT2,15_Braga_2019_health
PAQR5,15_Braga_2019_health
CYGB,15_Braga_2019_health
SOBP,15_Braga_2019_health
SLC47A1,15_Braga_2019_health
SPINT1,15_Braga_2019_health
CORO2A,15_Braga_2019_health
IQSEC3,15_Braga_2019_health
ARHGEF28,15_Braga_2019_health
TBC1D2,15_Braga_2019_health
HADH,15_Braga_2019_health
CD101,15_Braga_2019_health
FAH,15_Braga_2019_health
CHDH,15_Braga_2019_health
EPB41L4A,15_Braga_2019_health
CRIM1,15_Braga_2019_health
MMD,15_Braga_2019_health
SP140,15_Braga_2019_health
APOL2,15_Braga_2019_health
RASAL2,15_Braga_2019_health
NEIL2,15_Braga_2019_health
PROS1,15_Braga_2019_health
PDCD1LG2,15_Braga_2019_health
SLIT3,15_Braga_2019_health
GALNS,15_Braga_2019_health
KPTN,15_Braga_2019_health
STAC3,15_Braga_2019_health
TMEM220,15_Braga_2019_health
FGD5,15_Braga_2019_health
AKAP5,15_Braga_2019_health
ARHGEF5,15_Braga_2019_health
VWF,15_Braga_2019_health
ECHDC2,15_Braga_2019_health
PDE4DIP,15_Braga_2019_health
RASSF8-AS1,15_Braga_2019_health
YARS2,15_Braga_2019_health
BAG2,15_Braga_2019_health
ALG14,15_Braga_2019_health
RYR1,15_Braga_2019_health
ZNF589,15_Braga_2019_health
HLTF,15_Braga_2019_health
TMCO2,15_Braga_2019_health
NEK1,15_Braga_2019_health
TRAP1,15_Braga_2019_health
MOCOS,15_Braga_2019_health
ANKRD65,15_Braga_2019_health
COL8A1,15_Braga_2019_health
RETN,16_Braga_2019_health
FABP5,16_Braga_2019_health
KLRB1,16_Braga_2019_health
NCF1,16_Braga_2019_health
VSIG4,16_Braga_2019_health
GPR157,16_Braga_2019_health
FCGR1A,16_Braga_2019_health
C1orf228,16_Braga_2019_health
MAP3K7CL,16_Braga_2019_health
DECR1,16_Braga_2019_health
ITM2A,16_Braga_2019_health
HAGHL,16_Braga_2019_health
OSCAR,16_Braga_2019_health
FCGR1B,16_Braga_2019_health
CCRL2,16_Braga_2019_health
CD8A,16_Braga_2019_health
TRPV2,16_Braga_2019_health
APIP,16_Braga_2019_health
GCLM,16_Braga_2019_health
ANG,16_Braga_2019_health
RAB13,16_Braga_2019_health
HSD3B7,16_Braga_2019_health
CYB5D2,16_Braga_2019_health
HES6,16_Braga_2019_health
HPSE,16_Braga_2019_health
PTPMT1,16_Braga_2019_health
ALCAM,16_Braga_2019_health
ANKH,16_Braga_2019_health
LAP3,16_Braga_2019_health
FDXR,16_Braga_2019_health
CATSPER1,16_Braga_2019_health
RENBP,16_Braga_2019_health
CISH,16_Braga_2019_health
GSTM4,16_Braga_2019_health
SPR,16_Braga_2019_health
SLC25A19,16_Braga_2019_health
PRR15,16_Braga_2019_health
TRMT6,16_Braga_2019_health
YPEL2,16_Braga_2019_health
KYNU,16_Braga_2019_health
SYNPO,16_Braga_2019_health
DAAM1,16_Braga_2019_health
FAM13A,16_Braga_2019_health
TNFSF13B,16_Braga_2019_health
TLR8,16_Braga_2019_health
ANKRD26,16_Braga_2019_health
ARL4A,16_Braga_2019_health
RECK,16_Braga_2019_health
ASGR1,16_Braga_2019_health
VSTM1,16_Braga_2019_health
DDHD1,16_Braga_2019_health
CYBB,16_Braga_2019_health
PMFBP1,16_Braga_2019_health
SLC1A4,16_Braga_2019_health
FAM21A,16_Braga_2019_health
HSBP1L1,16_Braga_2019_health
ICAM2,16_Braga_2019_health
MS4A14,16_Braga_2019_health
MAPK13,16_Braga_2019_health
NETO2,16_Braga_2019_health
HYAL2,16_Braga_2019_health
IGF2BP2,16_Braga_2019_health
SERPINI1,16_Braga_2019_health
NCLN,16_Braga_2019_health
YEATS4,16_Braga_2019_health
GLRX2,16_Braga_2019_health
NFATC1,16_Braga_2019_health
TNRC6C,16_Braga_2019_health
IL15RA,16_Braga_2019_health
C5orf56,16_Braga_2019_health
HAAO,16_Braga_2019_health
STRA13,16_Braga_2019_health
LINC01503,16_Braga_2019_health
GBE1,16_Braga_2019_health
SLC24A4,16_Braga_2019_health
MRPL1,16_Braga_2019_health
RFC4,16_Braga_2019_health
ZNF880,16_Braga_2019_health
SDR42E2,16_Braga_2019_health
TMSB4Y,16_Braga_2019_health
FUOM,16_Braga_2019_health
TECR,16_Braga_2019_health
AIM1,16_Braga_2019_health
CBWD1,16_Braga_2019_health
NCAPD2,16_Braga_2019_health
KNOP1,16_Braga_2019_health
SLC7A7,16_Braga_2019_health
KIN,16_Braga_2019_health
COL27A1,16_Braga_2019_health
PSMA6,16_Braga_2019_health
WNT2B,16_Braga_2019_health
FBXO5,16_Braga_2019_health
CD300E,17_Braga_2019_health
EGR2,17_Braga_2019_health
NAPSA,17_Braga_2019_health
LILRB2,17_Braga_2019_health
GIMAP7,17_Braga_2019_health
HEY1,17_Braga_2019_health
CRISPLD2,17_Braga_2019_health
PFKFB3,17_Braga_2019_health
DPP4,17_Braga_2019_health
RHOF,17_Braga_2019_health
SNCA,17_Braga_2019_health
C10orf54,17_Braga_2019_health
ANPEP,17_Braga_2019_health
CKLF,17_Braga_2019_health
TRAF3IP3,17_Braga_2019_health
S1PR4,17_Braga_2019_health
SH3BP4,17_Braga_2019_health
ITK,17_Braga_2019_health
FAM198B,17_Braga_2019_health
DRAM1,17_Braga_2019_health
METTL7A,17_Braga_2019_health
F2R,17_Braga_2019_health
KAT8,17_Braga_2019_health
SPNS3,17_Braga_2019_health
SLC22A18,17_Braga_2019_health
ECH1,17_Braga_2019_health
LINC00467,17_Braga_2019_health
H1FX,17_Braga_2019_health
CSTA,17_Braga_2019_health
MYO1D,17_Braga_2019_health
NAGK,17_Braga_2019_health
PAWR,17_Braga_2019_health
GBE1,17_Braga_2019_health
HEG1,17_Braga_2019_health
KLHDC7B,17_Braga_2019_health
CCND3,17_Braga_2019_health
HIST2H2BE,17_Braga_2019_health
MZT2A,17_Braga_2019_health
TINAGL1,17_Braga_2019_health
PLCG2,17_Braga_2019_health
AP1S2,17_Braga_2019_health
LCN2,17_Braga_2019_health
S100A12,18_Braga_2019_health
NR1H3,18_Braga_2019_health
SELL,18_Braga_2019_health
CCND1,18_Braga_2019_health
TFPI2,18_Braga_2019_health
TSPAN4,18_Braga_2019_health
ILF3-AS1,18_Braga_2019_health
RRAD,18_Braga_2019_health
ANXA6,18_Braga_2019_health
NDN,18_Braga_2019_health
ZNF503,18_Braga_2019_health
ZC3H12A,18_Braga_2019_health
FXYD6,18_Braga_2019_health
TAGAP,18_Braga_2019_health
MID1IP1,18_Braga_2019_health
PIM3,18_Braga_2019_health
LRRK2,18_Braga_2019_health
DTX4,18_Braga_2019_health
RCSD1,18_Braga_2019_health
FIG4,18_Braga_2019_health
VNN2,18_Braga_2019_health
KIF2A,18_Braga_2019_health
HSH2D,18_Braga_2019_health
ITGB2-AS1,18_Braga_2019_health
RASGRP2,18_Braga_2019_health
HGF,18_Braga_2019_health
ASNS,18_Braga_2019_health
TSTD1,18_Braga_2019_health
MSI2,18_Braga_2019_health
OSBPL8,18_Braga_2019_health
HYI,18_Braga_2019_health
JAK3,18_Braga_2019_health
POLG2,18_Braga_2019_health
S100Z,18_Braga_2019_health
TJP1,18_Braga_2019_health
ZNF185,18_Braga_2019_health
MSRB1,18_Braga_2019_health
SLC9B2,18_Braga_2019_health
NR1D1,18_Braga_2019_health
PHACTR2,18_Braga_2019_health
DNALI1,18_Braga_2019_health
PSTPIP1,18_Braga_2019_health
TRIM7,18_Braga_2019_health
CSRNP1,18_Braga_2019_health
TGIF1,18_Braga_2019_health
OTUD7B,18_Braga_2019_health
CCL2,19_Braga_2019_health
SPP1,19_Braga_2019_health
FSCN1,19_Braga_2019_health
SDS,19_Braga_2019_health
DUSP4,19_Braga_2019_health
SDC2,19_Braga_2019_health
RARRES1,19_Braga_2019_health
C15orf48,19_Braga_2019_health
INSIG1,19_Braga_2019_health
MATK,19_Braga_2019_health
EMP1,19_Braga_2019_health
TNFSF15,19_Braga_2019_health
SLC7A11,19_Braga_2019_health
TRAF1,19_Braga_2019_health
PHLDA1,19_Braga_2019_health
SERPINE1,19_Braga_2019_health
GPR157,19_Braga_2019_health
LINC01010,19_Braga_2019_health
PDPN,19_Braga_2019_health
TVP23A,19_Braga_2019_health
ATF5,19_Braga_2019_health
HIST1H2AC,19_Braga_2019_health
SCIN,19_Braga_2019_health
RGS13,19_Braga_2019_health
PADI2,19_Braga_2019_health
TMEM140,19_Braga_2019_health
SPHK1,19_Braga_2019_health
MIR4435-2HG,19_Braga_2019_health
LINC00152,19_Braga_2019_health
FPR3,19_Braga_2019_health
CD8A,19_Braga_2019_health
CCDC80,19_Braga_2019_health
DFNA5,19_Braga_2019_health
CD72,19_Braga_2019_health
UBE2S,19_Braga_2019_health
ZNF503,19_Braga_2019_health
FNIP2,19_Braga_2019_health
MFSD12,19_Braga_2019_health
SPRED1,19_Braga_2019_health
VWA5A,19_Braga_2019_health
ETV3,19_Braga_2019_health
IL18BP,19_Braga_2019_health
ETV5,19_Braga_2019_health
CYP2S1,19_Braga_2019_health
SPRY2,19_Braga_2019_health
ANKH,19_Braga_2019_health
CTGF,19_Braga_2019_health
MUC12,19_Braga_2019_health
SMOX,19_Braga_2019_health
SESN2,19_Braga_2019_health
CCR5,19_Braga_2019_health
HOMER2,19_Braga_2019_health
KCNMB1,19_Braga_2019_health
JMY,19_Braga_2019_health
PDGFA,19_Braga_2019_health
SOAT1,19_Braga_2019_health
SLC44A1,19_Braga_2019_health
RAPH1,19_Braga_2019_health
ZC3H12C,19_Braga_2019_health
FLNB,19_Braga_2019_health
ZNF184,19_Braga_2019_health
IARS,19_Braga_2019_health
PDE6G,19_Braga_2019_health
BCL2,19_Braga_2019_health
TRAF5,19_Braga_2019_health
FCN3,19_Braga_2019_health
MALT1,19_Braga_2019_health
DNAJB5,19_Braga_2019_health
IGF2BP2,19_Braga_2019_health
CARD11,19_Braga_2019_health
MYO1E,19_Braga_2019_health
PTGS1,19_Braga_2019_health
IL15RA,19_Braga_2019_health
FAM71A,19_Braga_2019_health
S1PR3,19_Braga_2019_health
MB21D2,19_Braga_2019_health
SERPINB10,19_Braga_2019_health
JUP,19_Braga_2019_health
CTTNBP2NL,19_Braga_2019_health
POGLUT1,19_Braga_2019_health
EXPH5,19_Braga_2019_health
FICD,19_Braga_2019_health
EIF2AK3,19_Braga_2019_health
MT1G,20_Braga_2019_health
MT1X,20_Braga_2019_health
CCL4,20_Braga_2019_health
CCL4L2,20_Braga_2019_health
MT1E,20_Braga_2019_health
MT1M,20_Braga_2019_health
CXCL5,20_Braga_2019_health
CCL3,20_Braga_2019_health
MT2A,20_Braga_2019_health
TACSTD2,20_Braga_2019_health
MT1F,20_Braga_2019_health
MT1A,20_Braga_2019_health
CSF1,20_Braga_2019_health
FDX1,20_Braga_2019_health
TNF,20_Braga_2019_health
EDN1,20_Braga_2019_health
AKR1C1,20_Braga_2019_health
SERPINE1,20_Braga_2019_health
ITGB8,20_Braga_2019_health
HOXB6,20_Braga_2019_health
MACC1,20_Braga_2019_health
KCNMA1,20_Braga_2019_health
MIR155HG,20_Braga_2019_health
FAM89A,20_Braga_2019_health
CRTAM,20_Braga_2019_health
GMPR,20_Braga_2019_health
SYNGR1,20_Braga_2019_health
ADGRE3,20_Braga_2019_health
STON1,20_Braga_2019_health
ISOC2,20_Braga_2019_health
RDH10,20_Braga_2019_health
PLPP1,20_Braga_2019_health
ACOT4,20_Braga_2019_health
TMEM74B,20_Braga_2019_health
LHFPL2,20_Braga_2019_health
GNGT2,20_Braga_2019_health
VWA8,20_Braga_2019_health
INHBA-AS1,20_Braga_2019_health
COL3A1,20_Braga_2019_health
ACOT2,20_Braga_2019_health
NFKBIE,20_Braga_2019_health
MOGAT1,20_Braga_2019_health
PLA2G15,20_Braga_2019_health
RPS6KA2,20_Braga_2019_health
AIM2,20_Braga_2019_health
GGT5,20_Braga_2019_health
LXN,20_Braga_2019_health
TLE1,20_Braga_2019_health
FAM101B,20_Braga_2019_health
CDKN2B,20_Braga_2019_health
CKAP4,20_Braga_2019_health
HRH1,20_Braga_2019_health
MCM4,20_Braga_2019_health
NME1,20_Braga_2019_health
MFHAS1,20_Braga_2019_health
OSBPL1A,20_Braga_2019_health
MTHFD1,20_Braga_2019_health
C19orf48,20_Braga_2019_health
BOLA3,20_Braga_2019_health
THBS3,20_Braga_2019_health
AIG1,20_Braga_2019_health
FANCA,20_Braga_2019_health
ITPR1,20_Braga_2019_health
EEA1,20_Braga_2019_health
TWSG1,20_Braga_2019_health
STIL,20_Braga_2019_health
PDZK1IP1,20_Braga_2019_health
KLHL29,20_Braga_2019_health
MTFP1,20_Braga_2019_health
HIRIP3,20_Braga_2019_health
LIPH,20_Braga_2019_health
PASK,20_Braga_2019_health
FN1,1_Habermann_2019_disease
RETN,1_Habermann_2019_disease
CCL23,1_Habermann_2019_disease
C1QC,1_Habermann_2019_disease
MARCO,1_Habermann_2019_disease
PDK4,1_Habermann_2019_disease
C1QA,1_Habermann_2019_disease
MCEMP1,1_Habermann_2019_disease
CTSC,1_Habermann_2019_disease
AQP3,1_Habermann_2019_disease
VSIG4,1_Habermann_2019_disease
ALDH2,1_Habermann_2019_disease
ALOX5AP,1_Habermann_2019_disease
IL3RA,1_Habermann_2019_disease
MSMO1,1_Habermann_2019_disease
GLDN,1_Habermann_2019_disease
GRN,1_Habermann_2019_disease
FCGR3A,1_Habermann_2019_disease
FPR2,1_Habermann_2019_disease
PPARG,1_Habermann_2019_disease
LTA4H,1_Habermann_2019_disease
HSPA5,1_Habermann_2019_disease
MRC1,1_Habermann_2019_disease
CTSA,1_Habermann_2019_disease
LRPAP1,1_Habermann_2019_disease
DNASE2,1_Habermann_2019_disease
ELANE,1_Habermann_2019_disease
AZU1,1_Habermann_2019_disease
PKP2,1_Habermann_2019_disease
HEXA,1_Habermann_2019_disease
ACKR3,1_Habermann_2019_disease
OSCAR,1_Habermann_2019_disease
STAC,1_Habermann_2019_disease
SLC27A3,1_Habermann_2019_disease
OLR1,1_Habermann_2019_disease
EDEM2,1_Habermann_2019_disease
ACE,1_Habermann_2019_disease
LAMP2,1_Habermann_2019_disease
KCNA3,1_Habermann_2019_disease
POR,1_Habermann_2019_disease
ACVRL1,1_Habermann_2019_disease
NUCB1,1_Habermann_2019_disease
ENPP4,1_Habermann_2019_disease
CD101,1_Habermann_2019_disease
NCEH1,1_Habermann_2019_disease
LDHD,1_Habermann_2019_disease
MOGAT1,1_Habermann_2019_disease
PROS1,1_Habermann_2019_disease
P2RY11,1_Habermann_2019_disease
TLR8,1_Habermann_2019_disease
LAMP1,1_Habermann_2019_disease
KAZALD1,1_Habermann_2019_disease
GLB1,1_Habermann_2019_disease
TAPBPL,1_Habermann_2019_disease
FLVCR2,1_Habermann_2019_disease
PVR,1_Habermann_2019_disease
C1GALT1C1,1_Habermann_2019_disease
CLEC12A,1_Habermann_2019_disease
CYBB,1_Habermann_2019_disease
CFH,1_Habermann_2019_disease
YARS2,1_Habermann_2019_disease
TMEM236,1_Habermann_2019_disease
ZBED3-AS1,1_Habermann_2019_disease
PDIA4,1_Habermann_2019_disease
ALG14,1_Habermann_2019_disease
QSOX1,1_Habermann_2019_disease
SC5D,1_Habermann_2019_disease
CYP51A1,1_Habermann_2019_disease
PLOD3,1_Habermann_2019_disease
CXCL10,2_Habermann_2019_disease
CXCL9,2_Habermann_2019_disease
CCL8,2_Habermann_2019_disease
IFIT2,2_Habermann_2019_disease
IFIT1,2_Habermann_2019_disease
ISG15,2_Habermann_2019_disease
GBP1,2_Habermann_2019_disease
RSAD2,2_Habermann_2019_disease
IFIT3,2_Habermann_2019_disease
GBP5,2_Habermann_2019_disease
ISG20,2_Habermann_2019_disease
TNFSF10,2_Habermann_2019_disease
MX1,2_Habermann_2019_disease
OASL,2_Habermann_2019_disease
VAMP5,2_Habermann_2019_disease
IFITM3,2_Habermann_2019_disease
ANKRD22,2_Habermann_2019_disease
IFI44L,2_Habermann_2019_disease
LY6E,2_Habermann_2019_disease
NEXN,2_Habermann_2019_disease
GBP4,2_Habermann_2019_disease
HAPLN3,2_Habermann_2019_disease
IFITM1,2_Habermann_2019_disease
CD38,2_Habermann_2019_disease
OAS1,2_Habermann_2019_disease
GMPR,2_Habermann_2019_disease
CMPK2,2_Habermann_2019_disease
USP18,2_Habermann_2019_disease
RARRES3,2_Habermann_2019_disease
EPSTI1,2_Habermann_2019_disease
HERC5,2_Habermann_2019_disease
IRF7,2_Habermann_2019_disease
STAT1,2_Habermann_2019_disease
XAF1,2_Habermann_2019_disease
SIGLEC1,2_Habermann_2019_disease
MX2,2_Habermann_2019_disease
IFIH1,2_Habermann_2019_disease
SAMD9L,2_Habermann_2019_disease
IFI44,2_Habermann_2019_disease
APOL1,2_Habermann_2019_disease
APOL3,2_Habermann_2019_disease
LAP3,2_Habermann_2019_disease
OAS2,2_Habermann_2019_disease
DDX58,2_Habermann_2019_disease
OAS3,2_Habermann_2019_disease
PARP9,2_Habermann_2019_disease
UBE2L6,2_Habermann_2019_disease
SAMD9,2_Habermann_2019_disease
HSH2D,2_Habermann_2019_disease
FBXO6,2_Habermann_2019_disease
IFI35,2_Habermann_2019_disease
EIF2AK2,2_Habermann_2019_disease
SP110,2_Habermann_2019_disease
APOL6,2_Habermann_2019_disease
IL15RA,2_Habermann_2019_disease
HELZ2,2_Habermann_2019_disease
CHI3L1,3_Habermann_2019_disease
CHIT1,3_Habermann_2019_disease
MMP9,3_Habermann_2019_disease
PTGDS,3_Habermann_2019_disease
CTSK,3_Habermann_2019_disease
APOE,3_Habermann_2019_disease
GDF15,3_Habermann_2019_disease
HS3ST2,3_Habermann_2019_disease
NUPR1,3_Habermann_2019_disease
ADAMDEC1,3_Habermann_2019_disease
APOC1,3_Habermann_2019_disease
DNASE2B,3_Habermann_2019_disease
RARRES1,3_Habermann_2019_disease
FDX1,3_Habermann_2019_disease
PLD3,3_Habermann_2019_disease
TSC22D1,3_Habermann_2019_disease
GPNMB,3_Habermann_2019_disease
SPARC,3_Habermann_2019_disease
RBP1,3_Habermann_2019_disease
DNAJC5B,3_Habermann_2019_disease
CHCHD6,3_Habermann_2019_disease
HPGD,3_Habermann_2019_disease
ATP6V0D2,3_Habermann_2019_disease
GPX3,3_Habermann_2019_disease
FAM213A,3_Habermann_2019_disease
SIGLEC15,3_Habermann_2019_disease
OTOA,3_Habermann_2019_disease
ALOX15B,3_Habermann_2019_disease
MDK,3_Habermann_2019_disease
SSBP3,3_Habermann_2019_disease
FAM134B,3_Habermann_2019_disease
COL6A1,3_Habermann_2019_disease
SPON2,3_Habermann_2019_disease
TDRD3,3_Habermann_2019_disease
GAPLINC,3_Habermann_2019_disease
BHLHE41,3_Habermann_2019_disease
TEX14,3_Habermann_2019_disease
SEPT4,3_Habermann_2019_disease
PLPP3,3_Habermann_2019_disease
C1S,3_Habermann_2019_disease
GM2A,3_Habermann_2019_disease
FAIM,3_Habermann_2019_disease
WWTR1,3_Habermann_2019_disease
MFAP5,3_Habermann_2019_disease
HTRA4,3_Habermann_2019_disease
MMP2,3_Habermann_2019_disease
SELM,3_Habermann_2019_disease
SLC2A5,3_Habermann_2019_disease
SPSB1,3_Habermann_2019_disease
HSD17B14,3_Habermann_2019_disease
SLC29A3,3_Habermann_2019_disease
FCMR,3_Habermann_2019_disease
HAGHL,3_Habermann_2019_disease
PIK3IP1,3_Habermann_2019_disease
CYGB,3_Habermann_2019_disease
SULT1C2,3_Habermann_2019_disease
SLC29A1,3_Habermann_2019_disease
TMEM91,3_Habermann_2019_disease
L3MBTL4-AS1,3_Habermann_2019_disease
FXYD2,3_Habermann_2019_disease
RAB38,3_Habermann_2019_disease
SCARB1,3_Habermann_2019_disease
DEXI,3_Habermann_2019_disease
ANKRD29,3_Habermann_2019_disease
SLC26A11,3_Habermann_2019_disease
FAM213B,3_Habermann_2019_disease
CRIM1,3_Habermann_2019_disease
HIST1H2BD,3_Habermann_2019_disease
DPEP2,3_Habermann_2019_disease
DIXDC1,3_Habermann_2019_disease
LXN,3_Habermann_2019_disease
CA11,3_Habermann_2019_disease
MTUS1,3_Habermann_2019_disease
LINC00504,3_Habermann_2019_disease
HSBP1L1,3_Habermann_2019_disease
TMEM255A,3_Habermann_2019_disease
UBXN10,3_Habermann_2019_disease
SERPINI1,3_Habermann_2019_disease
FXYD1,3_Habermann_2019_disease
FLRT2,3_Habermann_2019_disease
CNIH3,3_Habermann_2019_disease
ITGA3,3_Habermann_2019_disease
LGALSL,3_Habermann_2019_disease
CAMP,4_Habermann_2019_disease
GS1-600G8.5,4_Habermann_2019_disease
FABP4,4_Habermann_2019_disease
RBP4,4_Habermann_2019_disease
CES1,4_Habermann_2019_disease
AKR1C3,4_Habermann_2019_disease
RND3,4_Habermann_2019_disease
SCD,4_Habermann_2019_disease
INHBA,4_Habermann_2019_disease
CCL23,4_Habermann_2019_disease
AKR1C2,4_Habermann_2019_disease
IGFBP2,4_Habermann_2019_disease
SERPING1,4_Habermann_2019_disease
TGM2,4_Habermann_2019_disease
RSPO3,4_Habermann_2019_disease
PCOLCE2,4_Habermann_2019_disease
GPD1,4_Habermann_2019_disease
SPOCD1,4_Habermann_2019_disease
PDLIM1,4_Habermann_2019_disease
FHL1,4_Habermann_2019_disease
MME,4_Habermann_2019_disease
LGALS3BP,4_Habermann_2019_disease
FOLR1,4_Habermann_2019_disease
PPIC,4_Habermann_2019_disease
ITIH5,4_Habermann_2019_disease
ABCG1,4_Habermann_2019_disease
CPE,4_Habermann_2019_disease
GLDN,4_Habermann_2019_disease
PHLDA3,4_Habermann_2019_disease
ADTRP,4_Habermann_2019_disease
S100A13,4_Habermann_2019_disease
MLPH,4_Habermann_2019_disease
TEX14,4_Habermann_2019_disease
ITGB8,4_Habermann_2019_disease
SLC19A3,4_Habermann_2019_disease
PLA2G16,4_Habermann_2019_disease
PVALB,4_Habermann_2019_disease
SEPT4,4_Habermann_2019_disease
FAM89A,4_Habermann_2019_disease
ACO1,4_Habermann_2019_disease
B3GNT7,4_Habermann_2019_disease
WWTR1,4_Habermann_2019_disease
LSAMP,4_Habermann_2019_disease
TPD52L1,4_Habermann_2019_disease
USP30-AS1,4_Habermann_2019_disease
KCNAB1,4_Habermann_2019_disease
PTCRA,4_Habermann_2019_disease
GPA33,4_Habermann_2019_disease
AMIGO2,4_Habermann_2019_disease
TRHDE,4_Habermann_2019_disease
